id	name	category	price	originalPrice	link	description	badge	storage	SKU1	Color1	Imagen1	Hex1	SKU2	Color2	Imagen2	Hex2	SKU3	Color3	Imagen3	Hex3	SKU4	Color4	Imagen4	Hex4	SKU5	Color5	Imagen5	Hex5
36	Galaxy Watch8 40mm	smartwatches	3407	0	https://samsung.com.bo/galaxy-watch/galaxy-watch8-40mm-graphite-bluetooth-sm-l320ndaalta	Diseño acolchado icónico, monitor de sueño con IA y pantalla más brillante.			SM-L320NZSALTA	Silver	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_9uv4ihWUsJkdFA3zZeg2.png	#c7c8ca	SM-L320NDAALTA	Graphite	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_ViOTFAIkqd72KnfMWsUX.png	#5b6166												
37	Galaxy Watch7 44mm	smartwatches	3234	0	https://samsung.com.bo/watches/galaxy-watch/galaxy-watch7-44mm-green-bluetooth-sm-l310nzgalta	Procesador de 3nm, GPS de doble frecuencia y monitoreo de salud con Galaxy AI.			SM-L310NZGALTA	Green	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_I42cMghpFfwX8o0Qb1JV.png	#6e6d63	SM-L310NZSALTA	Silver	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_E9v5fsMolA6hnDUaTxF4.png	#bdc0bf												
38	Galaxy Watch7 40mm	smartwatches	3003	0	https://samsung.com.bo/watches/galaxy-watch/galaxy-watch7-40mm-green-bluetooth-sm-l300nzgalta	Compacto y potente, control de gestos doble pellizco y batería de larga duración.			SM-L300NZGALTA	Verde	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_PHQG26DIV3dK5LlOoj1u.png	#6e6d63	SM-L300NZEALTA	Cream	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_olUm3QxXMKcYH9IVsb8D.png	#f0eae0												
39	Galaxy Watch6 Classic 47mm	smartwatches	4216	0	https://samsung.com.bo/watches/galaxy-watch/galaxy-watch6-40mm-graphite-bluetooth-sm-r930nzkalta	Bisel giratorio físico, pantalla de cristal de zafiro y diseño clásico de gran formato.			SM-R960NZSALTA	Silver	https://images.samsung.com/is/image/samsung/p6pim/py/2307/gallery/py-galaxy-watch6-classic-r965-sm-r960nzsalta-537413468?$Q90_1920_1280_F_PNG$	#c7c8ca	SM-R960NZKALTA	Black	https://images.samsung.com/is/image/samsung/p6pim/py/2307/gallery/py-galaxy-watch6-classic-r965-sm-r960nzkalta-537413441?$Q90_1920_1280_F_PNG$	#404145												
40	Galaxy Watch6 Classic 43mm	smartwatches	3869	0	https://samsung.com.bo/watches/galaxy-watch/galaxy-watch6-40mm-graphite-bluetooth-sm-r930nzkalta	Elegancia atemporal con bisel giratorio, seguimiento de salud 24/7 y diseño refinado.			SM-R950NZKAPHE	Silver	https://images.samsung.com/is/image/samsung/p6pim/es/2307/gallery/es-galaxy-watch6-classic-r955-sm-r950nzsaphe-537448677?$Q90_684_547_JPG$	#c7c8ca	SM-R950NZKAPHE	Black	https://images.samsung.com/is/image/samsung/p6pim/es/2307/gallery/es-galaxy-watch6-classic-r955-sm-r950nzkaphe-537448661?$Q90_684_547_JPG$	#404145												
41	Galaxy Watch6 44mm	smartwatches	3061	0	https://samsung.com.bo/watches/galaxy-watch/galaxy-watch6-40mm-graphite-bluetooth-sm-r930nzkalta	Pantalla más amplia y bisel reducido para maximizar tu visión y bienestar.			SM-R940NZSALTA	Silver	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_U5bBtS1grukPQy8FDwqH.png	#c7c8ca	SM-R940NZKALTA	Graphite	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_CjiDx81kAzR7o0YJq5ga.png	#4a4a4d												
42	Galaxy Watch6 40mm	smartwatches	2657	0	https://samsung.com.bo/watches/galaxy-watch/galaxy-watch6-40mm-graphite-bluetooth-sm-r930nzkalta	Pantalla más amplia y bisel reducido para maximizar tu visión y bienestar.			SM-R930NZEALTA	Gold	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_3eaB1ZH8XMfgArRizST6.png	#f0eae0	SM-R930NZKALTA	Graphite	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_jD4crMfKyoOWJ0ZAHLQi.png	#4a4a4d												
43	Galaxy Watch5 Pro	smartwatches	2657	0	https://samsung.com.bo/watches/galaxy-watch/galaxy-watch5-pro-black-titanium-bluetooth-sm-r920nzkalta	Batería de larga duración y cuerpo de titanio diseñado para la aventura extrema.			SM-R920NZKALTA	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_OQZW4xiHv7MwbqRgefo1.png	#404145	SM-R920NZTALTA	Gris Titanio	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_fNuvOGDnM90ysK8aUxI1.png	#867e74												
44	Galaxy Watch5 44mm	smartwatches	2426	0	https://samsung.com.bo/watches/galaxy-watch/galaxy-watch5-44mm-graphite-bluetooth-sm-r910nzaalta	Tecnología de sensor bioactivo para un análisis integral de sueño y salud diaria.			SM-R910NZAALTA	Graphite	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_U439qx2GkFwOBPhb8IQo.png	#4a4a4d	SM-R910NZBALTA	Zafiro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_h2XS48ecWFGrwTOCpdxu.png	#6b7d98	SM-R910NZSALTA	Plateado	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_BKk9s30tfQOqjuD52bda.png	#c7c8c9								
45	Galaxy Watch5 40mm	smartwatches	1964	0	https://samsung.com.bo/watches/galaxy-watch/galaxy-watch5-40mm-silver-bluetooth-sm-r900nzsalta	Tecnología de sensor bioactivo para un análisis integral de sueño y salud diaria.			SM-R900NZSALTA	Plateado	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_P1oG408CDeJMg92NFqIu.png	#c7c8c9	SM-R900NZAALTA	Graphite	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_h1wVDunQcH8iAbIXPL5x.png	#4a4a4d	SM-R900NZDALTA	Oro rosado	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_KSOu2VYNnRZi4zTxD7ty.png	#f0cfc3								
46	Galaxy Watch4 40mm	smartwatches	1733	0	https://samsung.com.bo/watches/galaxy-watch/galaxy-watch4-pink-gold-bluetooth-sm-r860nzdalta	Diseño icónico y compacto con medición de composición corporal para tu vida fitness.			SM-R860NZDALTA	Oro Rosado	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_Fw8gsRPMqfK3Tj0SzeB5.png	#ffc0cb	SM-R860NZKALTA	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_8mPH6O5dZCQphMAgTUti.png	#404145	SM-R860NZSALTA	Plata	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_YwaS6XJdr0htseAugZfB.png	#c0c0c0								
47	Galaxy Watch FE	smartwatches	2137	0	https://samsung.com.bo/watches/galaxy-watch/galaxy-watch-fe-40mm-silver-bluetooth-sm-r861nzsalta	Las funciones esenciales de bienestar y conectividad Galaxy a tu alcance cada día.			SM-R861NZSALTA	Silver	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_no1kELFZ2z4lgwKMY7pe.png	#c0c0c0	SM-R861NZKALTA	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_k35e6sFmuNqVXoQdl9w0.png	#404145	SM-R861NIDALTA	Pink Gold	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_EtFy7GqbN06ZUeKmX1rM.png	#d6b6a8								
48	50" Crystal UHD 4K DU8000 Smart TV (2024)	televisions	3629	0	https://samsung.com.bo/tvs/uhd-4k-tv/du8000-50-inch-crystal-uhd-4k-tizen-os-smart-tv-un50du8000gxzs	Sumergete en mil millones de tonos de color para una imagen clara y llena de detalle			UN50DU8000GXZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_KDOShpEvQ4lBfnFIo5xq.png	#000000																
49	55" Crystal UHD 4K DU8000 Smart TV (2024)	televisions	4366	0	https://samsung.com.bo/tvs/uhd-4k-tv/du8000-55-inch-crystal-uhd-4k-tizen-os-smart-tv-un55du8000gxzs	Sumergete en mil millones de tonos de color para una imagen clara y llena de detalle			UN55DU8000GXZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_ImkfcVMrtUGxSCTOywjK.png	#000000																
50	65" Crystal UHD 4K U8000F Smart TV	televisions	7040	0	https://samsung.com.bo/tvs/uhd-4k-tv/u8000f-65-inch-crystal-uhd-4k-smart-tv-un65u800fgxzs	Sumergete en mil millones de tonos de color para una imagen clara y llena de detalle			UN65U8000FGXZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_QpGz43vgsMNwIVbXqoLF.png	#000000																
51	65 The Frame QLED 4K Smart TV (2024)	televisions	11000	0	https://samsung.com.bo/lifestyle-tvs/the-frame/ls03d-65-inch-black-qn65ls03dagxzs	Televisor o cuadro de arte tu eliges; disfruta de tu pantalla anti-reflejo con matte display			QN65LS03DAGXZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_m8TwsQ7c1RFViLxje3vO.png	#000000																
52	98 Crystal UHD 4K DU9000 Smart TV (2024)	televisions	39078	0	https://samsung.com.bo/tvs/uhd-4k-tv/du9000-98-inch-crystal-uhd-4k-tizen-os-smart-tv-un98du9000gxzs	Sumergete en mil millones de tonos de color para una imagen clara y llena de detalle			UN98DU9000GXZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_Uh2PdWwkltZ9JBaoFK1u.png	#000000																
53	85 QLED 4K Q70A Smart TV (2021)	televisions	16499	0	https://samsung.com.bo/tvs/qled	Hasta 100% de volumen de color con brillo que resalta incluso de dia			QN85Q70AAGXZS	Negro	https://samsung-bolivia.s3.amazonaws.com/product-family-item-image-image/square/product-family-item-image-image_Je9G8vLxcWoRBu6Qj3CO.png	#000000																
